timestamp,temperature,humidity,container_code,pallet_position,product_description
2025-07-09 13:00:00,-18.07,63.63,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 14:00:00,-17.71,64.01,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 15:00:00,-15.29,81.91,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 16:00:00,-18.13,62.96,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 17:00:00,-17.72,70.28,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 18:00:00,-18.19,60.44,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 19:00:00,-18.36,60.19,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 20:00:00,-19.04,61.14,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 21:00:00,-19.48,57.75,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 22:00:00,-18.52,60.53,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-09 23:00:00,-18.69,62.04,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 00:00:00,-18.72,57.66,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 01:00:00,-18.52,58.02,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 02:00:00,-18.68,57.42,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 03:00:00,-18.48,59.18,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 04:00:00,-18.3,57.92,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 05:00:00,-19.28,58.83,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 06:00:00,-19.15,58.33,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 07:00:00,-17.89,62.96,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 08:00:00,-16.36,64.67,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 09:00:00,-17.15,65.35,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 10:00:00,-18.04,71.89,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 11:00:00,-18.42,65.46,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 12:00:00,-17.47,68.88,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 13:00:00,-16.97,68.15,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 14:00:00,-17.01,61.87,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 15:00:00,-17.04,69.51,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 16:00:00,-17.4,65.62,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 17:00:00,-17.48,69.08,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 18:00:00,-18.38,70.05,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 19:00:00,-19.01,58.66,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 20:00:00,-19.12,60.02,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 21:00:00,-18.59,58.52,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 22:00:00,-18.46,59.29,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-10 23:00:00,-18.63,58.65,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 00:00:00,-18.63,59.58,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 01:00:00,-18.49,57.91,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 02:00:00,-18.83,56.73,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 03:00:00,-19.11,60.84,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 04:00:00,-17.77,62.38,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 05:00:00,-18.62,57.48,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 06:00:00,-18.85,59.11,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 07:00:00,-17.98,62.03,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 08:00:00,-18.23,64.59,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 09:00:00,-17.82,66.54,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 10:00:00,-18.18,61.41,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 11:00:00,-17.29,65.45,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 12:00:00,-18.36,69.41,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 13:00:00,-17.62,68.62,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 14:00:00,-17.55,62.33,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 15:00:00,-17.98,63.31,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 16:00:00,-17.14,67.93,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 17:00:00,-17.26,65.31,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 18:00:00,-16.87,59.91,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 19:00:00,-18.54,59.7,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 20:00:00,-18.72,60.49,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 21:00:00,-18.7,62.23,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 22:00:00,-17.14,62.19,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-11 23:00:00,-19.46,60.51,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 00:00:00,-19.02,58.2,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 01:00:00,-18.98,60.29,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 02:00:00,-18.63,58.23,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 03:00:00,-19.0,60.62,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 04:00:00,-18.77,59.76,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 05:00:00,-19.14,60.11,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 06:00:00,-18.64,60.15,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 07:00:00,-17.52,69.2,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 08:00:00,-17.57,63.51,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 09:00:00,-17.23,61.81,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 10:00:00,-14.03,66.02,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 11:00:00,-17.21,58.06,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 12:00:00,-17.46,65.51,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 13:00:00,-17.98,65.77,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 14:00:00,-18.24,66.26,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 15:00:00,-16.97,64.84,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 16:00:00,-17.29,68.73,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 17:00:00,-18.0,58.86,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 18:00:00,-17.96,64.75,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 19:00:00,-19.18,59.3,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 20:00:00,-18.83,60.63,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 21:00:00,-19.53,58.04,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 22:00:00,-18.74,57.49,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-12 23:00:00,-19.42,58.31,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 00:00:00,-19.3,58.32,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 01:00:00,-19.09,58.74,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 02:00:00,-18.9,57.77,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 03:00:00,-19.14,56.92,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 04:00:00,-19.1,59.32,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 05:00:00,-18.94,60.53,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 06:00:00,-18.86,58.15,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 07:00:00,-17.85,64.27,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 08:00:00,-18.07,65.53,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 09:00:00,-17.8,71.65,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 10:00:00,-17.66,59.72,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 11:00:00,-16.79,60.8,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 12:00:00,-17.79,67.23,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 13:00:00,-16.87,62.42,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 14:00:00,-18.63,67.48,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 15:00:00,-17.65,62.56,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 16:00:00,-17.75,59.3,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 17:00:00,-18.16,67.49,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 18:00:00,-17.39,67.55,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 19:00:00,-18.67,58.98,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 20:00:00,-18.79,58.15,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 21:00:00,-18.98,60.88,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 22:00:00,-18.92,61.81,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-13 23:00:00,-18.72,58.55,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 00:00:00,-18.78,58.17,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 01:00:00,-18.64,58.86,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 02:00:00,-18.82,59.46,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 03:00:00,-18.62,59.15,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 04:00:00,-18.39,60.56,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 05:00:00,-18.28,62.9,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 06:00:00,-18.92,59.98,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 07:00:00,-17.08,63.98,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 08:00:00,-17.51,66.73,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 09:00:00,-16.97,62.0,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 10:00:00,-16.65,68.58,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 11:00:00,-18.69,67.57,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 12:00:00,-18.7,59.31,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 13:00:00,-14.31,69.27,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 14:00:00,-17.91,68.88,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 15:00:00,-17.74,62.18,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 16:00:00,-16.92,71.32,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 17:00:00,-17.39,65.72,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 18:00:00,-18.3,68.43,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 19:00:00,-19.05,59.35,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 20:00:00,-18.69,56.02,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 21:00:00,-18.38,57.63,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 22:00:00,-18.84,58.68,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-14 23:00:00,-18.97,58.57,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-15 00:00:00,-19.55,58.46,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
2025-07-15 01:00:00,-18.27,59.05,FZ-03,P5-B,Frozen Chicken - LOT#FF0925 - 20 Carton
